,StudyName,ExportDate,Name,Age,Gender,StimulusName,SlideType,EventSource,UTCTimestamp,Timestamp,MediaTime,TimeSignal,GazeLeftx,GazeLefty,GazeRightx,GazeRighty,PupilLeft,PupilRight,DistanceLeft,DistanceRight,CameraLeftX,CameraLeftY,CameraRightX,CameraRightY,ValidityLeft,ValidityRight,GazeX,GazeY,GazeAOI,InterpolatedGazeX,InterpolatedGazeY,GazeEventType,GazeVelocityAngle,SaccadeSeq,SaccadeStart,SaccadeDuration,FixationSeq,FixationX,FixationY,FixationStart,FixationDuration,FixationAOI,PostMarker,Annotation,LiveMarker,KeyStroke,MarkerText,SceneType,SceneOutput,SceneParent Current_task
171924,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213521520,20170609_143521520,1436565,1443701,1009,833,1047,860,-1,-1,506.1605,481.2656,0.4264452,0.535898,0.2953833,0.5274997,0,0,1028,846,,1028,846,,0,,,,2049,1023,833,1436565,227,,,,,,,,,
172013,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213522262,20170609_143522262,1437307,1444443,1434,684,1443,695,-1,-1,508.1386,477.82,0.4281494,0.5365543,0.2969603,0.5256997,0,0,1438,690,,1438,690,,0,,,,2050,1402,696,1437307,125,,,,,,,,,
172031,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213522414,20170609_143522414,1437459,1444593,1376,691,1431,710,-1,-1,502.8177,472.8324,0.4293312,0.5366334,0.2980177,0.5256358,0,0,1404,700,,1404,700,,0,,,,2051,1394,703,1437459,148,,,,,,,,,
172096,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213522954,20170609_143522954,1437999,1445134,982,795,1068,843,3.240524,3.108383,516.3092,497.9363,0.4334795,0.5369602,0.3005085,0.5262673,0,0,1025,819,,1025,819,,0,,,,2052,1023,823,1437999,141,,,,,,,,,
172129,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213523228,20170609_143523228,1438273,1445409,1108,803,1164,821,3.098953,3.031113,514.5245,492.7929,0.4317003,0.5373756,0.2996576,0.5265259,0,0,1136,812,,1136,812,,0,,,,2053,1143,812,1438273,124,,,,,,,,,
172178,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213523636,20170609_143523636,1438681,1445818,858,825,-1,-1,-1,-1,507.366,-1,0.4367772,0.5380474,-1,-1,0,4,858,825,,858,825,,0,,,,2054,893,825,1438681,109,,,,,,,,,
172206,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213523870,20170609_143523870,1438915,1446051,1145,803,-1,-1,-1,-1,515.86,-1,0.4341727,0.5377891,-1,-1,0,4,1145,803,,1145,803,,0,,,,2055,1156,808,1438915,286,,,,,,,,,
172242,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213524170,20170609_143524170,1439215,1446351,1154,813,-1,-1,-1,-1,513.1195,-1,0.433566,0.5373482,-1,-1,0,4,1154,813,,1154,813,,0,,,,2056,1160,815,1439215,142,,,,,,,,,
172263,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213524348,20170609_143524348,1439393,1446526,1119,819,-1,-1,-1,-1,507.5494,-1,0.4347305,0.5374742,-1,-1,0,4,1119,819,,1119,819,,0,,,,2057,1154,819,1439393,280,,,,,,,,,
172428,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213525720,20170609_143525720,1440765,1447901,1150,791,1218,824,-1,-1,505.2491,482.4362,0.4332536,0.5378377,0.3016294,0.52739,0,0,1184,808,,1184,808,,0,,,,2058,1159,819,1440765,442,,,,,,,,,
172520,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213526487,20170609_143526487,1441532,1448667,-1,-1,1174,814,-1,-1,-1,495.8316,-1,-1,0.3015802,0.5267627,4,0,1174,814,,1174,814,,0,,,,2059,1151,812,1441532,125,,,,,,,,,
172605,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213527194,20170609_143527194,1442239,1449376,1292,412,-1,-1,-1,-1,500.2983,-1,0.4339797,0.5352917,-1,-1,0,4,1292,412,,1292,412,,0,,,,2060,1291,416,1442239,630,,,,,,,,,
172857,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213529295,20170609_143529295,1444339,1451475,421,800,468,803,-1,-1,507.0778,502.1292,0.4455857,0.5383532,0.3129326,0.5262668,0,0,444,802,,444,802,,0,,,,2061,439,818,1444339,109,,,,,,,,,
172905,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213529695,20170609_143529695,1444739,1451875,301,825,-1,-1,-1,-1,512.548,-1,0.4465946,0.5385802,-1,-1,0,4,301,825,,301,825,,0,,,,2062,329,833,1444739,333,,,,,,,,,
173013,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213530595,20170609_143530595,1445639,1452775,39,820,-1,-1,-1,-1,493.8367,-1,0.4565161,0.5403488,0.324221,0.5257941,0,0,39,820,,39,820,,0,,,,2063,31,814,1445639,159,,,,,,,,,
173037,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213530795,20170609_143530795,1445839,1452975,309,834,308,835,-1,-1,498.8976,500.1665,0.4536173,0.540205,0.3214815,0.525736,0,0,308,834,,308,834,,0,,,,2064,317,839,1445839,359,,,,,,,,,
173087,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213531212,20170609_143531212,1446256,1453392,-1,-1,682,918,-1,-1,-1,499.8513,-1,-1,0.3195908,0.525669,4,0,682,918,,682,918,,0,,,,2065,674,916,1446256,184,,,,,,,,,
173122,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213531503,20170609_143531503,1446547,1453684,712,879,770,927,3.121674,3.091934,509.3373,501.9199,0.4503022,0.5407636,0.318383,0.5256334,0,0,741,903,,741,903,,0,,,,2066,749,918,1446547,350,,,,,,,,,
173266,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213532704,20170609_143532704,1447748,1454883,-1,-1,125,831,-1,2.932297,-1,484.5734,-1,-1,0.3252028,0.5259753,4,0,125,831,,125,831,,0,,,,2067,124,828,1447748,275,,,,,,,,,
173343,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213533346,20170609_143533346,1448390,1455525,295,818,355,846,-1,-1,493.9252,486.877,0.4575605,0.5415049,0.3255399,0.5260303,0,0,325,832,,325,832,,0,,,,2068,339,842,1448390,334,,,,,,,,,
173431,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213534087,20170609_143534087,1449131,1456258,605,812,659,819,3.026703,3.059494,498.1078,501.545,0.4542247,0.5412351,0.3213991,0.5254872,0,0,632,816,,649,808,,0,,,,2069,650,820,1449126,114,,,,,,,,,
173464,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213534354,20170609_143534354,1449398,1456533,814,798,859,815,3.099167,3.140106,511.5831,504.6429,0.4508615,0.5410026,0.3187243,0.5254012,0,0,836,806,,836,806,,0,,,,2070,833,816,1449398,149,,,,,,,,,
173508,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213534720,20170609_143534720,1449764,1456900,990,823,1058,823,-1,-1,516.3692,503.6581,0.4471829,0.5407065,0.3153642,0.5260532,0,0,1024,823,,1024,823,,0,,,,2071,1038,818,1449764,208,,,,,,,,,
173539,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213534983,20170609_143534983,1450027,1457158,1132,802,1161,804,2.847916,2.796463,515.7803,497.9644,0.4445576,0.5403857,0.3129389,0.5256632,0,0,1146,803,,1146,803,,0,,,,2072,1144,809,1450027,120,,,,,,,,,
173563,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213535178,20170609_143535178,1450222,1457358,993,981,1020,970,2.874832,2.837418,511.6838,493.2205,0.4446037,0.5412293,0.3141416,0.5266676,0,0,1006,976,,1006,976,,0,,,,2073,979,972,1450222,219,,,,,,,,,
173594,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213535441,20170609_143535441,1450485,1457617,757,798,835,862,-1,-1,517.874,501.923,0.4465495,0.5406182,0.3155068,0.525391,0,0,796,830,,796,830,,0,,,,2074,794,833,1450485,378,,,,,,,,,
173713,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213536427,20170609_143536427,1451472,1458608,-1,-1,447,161,-1,2.784546,-1,476.0594,0.4491377,0.5372233,0.3196309,0.52189,0,0,447,161,,447,161,,0,,,,2075,447,168,1451472,124,,,,,,,,,
173766,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213536869,20170609_143536869,1451914,1459050,-1,-1,585,128,-1,-1,-1,487.0554,-1,-1,0.3150435,0.5208981,4,0,585,128,,585,128,,0,,,,2076,588,132,1451914,106,,,,,,,,,
174011,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213538910,20170609_143538910,1453955,1461091,1693,7,-1,-1,-1,-1,489.0018,-1,0.4221812,0.5163568,-1,-1,0,4,1693,7,,1693,7,,0,,,,2077,1692,13,1453955,120,,,,,,,,,
174085,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213539527,20170609_143539527,1454572,1461708,1080,821,1130,835,3.544403,3.480591,529.6938,506.5741,0.4291177,0.5323881,0.3027789,0.5214843,0,0,1105,828,,1105,828,,0,,,,2078,1097,823,1454572,210,,,,,,,,,
174143,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213540010,20170609_143540010,1455055,1462191,1088,588,-1,-1,-1,-1,523.2212,-1,0.4369289,0.531382,-1,-1,0,4,1088,588,,1088,588,,0,,,,2079,1088,597,1455055,125,,,,,,,,,
174508,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213543051,20170609_143543051,1458096,1465233,1340,382,1399,356,3.252808,3.254272,499.1689,489.531,0.4305619,0.5297582,0.3012664,0.5206549,0,0,1370,369,,1370,369,,0,,,,2080,1377,356,1458096,101,,,,,,,,,
174854,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213545934,20170609_143545934,1460979,1468116,1365,285,-1,-1,-1,-1,501.7605,-1,0.4231942,0.5298329,-1,-1,0,4,1365,285,,1365,285,,0,,,,2081,1359,301,1460979,108,,,,,,,,,
174879,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213546144,20170609_143546144,1461189,1468324,1381,242,-1,-1,-1,-1,502.8296,-1,0.4230714,0.5296371,-1,-1,0,4,1381,242,,1381,242,,0,,,,2082,1370,265,1461189,182,,,,,,,,,
174908,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213546385,20170609_143546385,1461430,1468566,1376,269,-1,-1,-1,-1,500.7823,-1,0.4236291,0.5302086,-1,-1,0,4,1376,269,,1376,269,,0,,,,2083,1390,300,1461430,232,,,,,,,,,
175286,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213549536,20170609_143549536,1464580,1471715,-1,-1,561,907,-1,-1,-1,496.7495,-1,-1,0.298646,0.5243299,4,0,561,907,,561,907,,0,,,,2084,572,917,1464580,107,,,,,,,,,
175370,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213550234,20170609_143550234,1465278,1472415,-1,-1,871,918,-1,-1,-1,499.8645,-1,-1,0.2999095,0.5251496,4,0,871,918,,871,918,,0,,,,2085,845,912,1465278,751,,,,,,,,,
175465,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213551026,20170609_143551026,1466070,1473207,818,910,861,929,3.325974,3.216232,518.0886,505.9598,0.4314857,0.5361376,0.3000608,0.5258426,0,0,840,920,,840,920,,0,,,,2086,841,914,1466070,101,,,,,,,,,
175502,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213551338,20170609_143551338,1466382,1473515,-1,-1,833,926,-1,-1,-1,505.1727,-1,-1,0.3008686,0.5258043,4,0,833,926,,833,926,,0,,,,2087,837,912,1466382,296,,,,,,,,,
175545,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213551693,20170609_143551693,1466737,1473873,810,905,-1,-1,-1,-1,515.181,-1,0.4328893,0.5363415,-1,-1,0,4,810,905,,810,905,,0,,,,2088,833,912,1466737,116,,,,,,,,,
175578,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213551967,20170609_143551967,1467011,1474148,997,546,-1,-1,-1,-1,517.1222,-1,0.4290381,0.5336411,-1,-1,0,4,997,546,,997,546,,0,,,,2089,1008,550,1467011,110,,,,,,,,,
175655,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213552617,20170609_143552617,1467661,1474790,1020,799,1060,807,-1,-1,517.0777,508.8611,0.4270611,0.5304587,0.2981912,0.5203789,0,0,1040,803,,1040,803,,0,,,,2090,1033,802,1467661,109,,,,,,,,,
175676,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213552786,20170609_143552786,1467830,1474965,990,876,-1,-1,-1,-1,522.4313,-1,0.427636,0.5313661,-1,-1,0,4,990,876,,990,876,,0,,,,2091,1010,866,1467830,131,,,,,,,,,
175961,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213555159,20170609_143555159,1470204,1477340,847,924,910,967,-1,-1,518.9025,506.0343,0.4313075,0.5311238,0.3024729,0.5203241,0,0,878,946,,878,946,,0,,,,2092,883,917,1470204,205,,,,,,,,,
175996,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213555451,20170609_143555451,1470496,1477632,1164,343,1190,341,3.541611,3.402206,515.8113,502.7546,0.4282368,0.5275241,0.2990713,0.5179401,0,0,1177,342,,1177,342,,0,,,,2093,1178,347,1470496,128,,,,,,,,,
176019,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213555642,20170609_143555642,1470687,1477823,1435,155,-1,-1,-1,-1,521.2217,-1,0.4241292,0.5270785,-1,-1,0,4,1435,155,,1435,155,,0,,,,2094,1450,158,1470687,108,,,,,,,,,
176075,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213556112,20170609_143556112,1471157,1478290,1344,359,-1,-1,-1,-1,498.5544,-1,0.424237,0.5269791,-1,-1,0,4,1344,359,,1344,359,,0,,,,2095,1358,359,1471157,308,,,,,,,,,
176123,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213556509,20170609_143556509,1471554,1478690,1349,362,1409,391,-1,-1,503.731,481.7137,0.4249183,0.5270304,0.2958607,0.5175895,0,0,1379,376,,1379,376,,0,,,,2096,1366,379,1471554,175,,,,,,,,,
176263,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213557675,20170609_143557675,1472720,1479856,1347,366,1399,346,3.113632,3.082169,502.6307,488.3527,0.4261508,0.5280356,0.2966096,0.5193121,0,0,1373,356,,1373,356,,0,,,,2097,1354,365,1472720,166,,,,,,,,,
176302,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213558000,20170609_143558000,1473045,1480181,1349,379,1411,384,3.04097,3.020172,499.696,486.0159,0.4277112,0.5282115,0.2977374,0.519338,0,0,1380,382,,1380,382,,0,,,,2098,1370,391,1473045,125,,,,,,,,,
176332,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213558250,20170609_143558250,1473295,1480431,1406,548,1463,550,3.06041,2.987823,500.4377,482.2831,0.4274486,0.5292366,0.2984616,0.5197193,0,0,1434,549,,1434,549,,0,,,,2099,1430,540,1473295,150,,,,,,,,,
176380,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213558651,20170609_143558651,1473696,1480831,1416,603,1486,602,3.180038,3.091629,505.96,489.7115,0.4264075,0.5293811,0.296774,0.5200617,0,0,1451,602,,1451,602,,0,,,,2100,1446,600,1473696,140,,,,,,,,,
176495,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213559608,20170609_143559608,1474653,1481790,1348,320,-1,-1,-1,-1,502.7547,-1,0.4261764,0.5282667,-1,-1,0,4,1348,320,,1348,320,,0,,,,2101,1359,342,1474653,511,,,,,,,,,
176646,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213600865,20170609_143600865,1475910,1483048,1106,450,-1,-1,-1,-1,520.8655,-1,0.4283372,0.5291997,-1,-1,0,4,1106,450,,1106,450,,0,,,,2102,1107,448,1475910,382,,,,,,,,,
176820,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213602316,20170609_143602316,1477361,1484498,1093,480,-1,-1,-1,-1,509.1136,-1,0.4313056,0.5295965,-1,-1,0,4,1093,480,,1093,480,,0,,,,2104,1085,498,1477361,108,,,,,,,,,
176922,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213603165,20170609_143603165,1478210,1485348,1397,243,-1,-1,-1,-1,518.5734,-1,0.4280756,0.5289097,-1,-1,0,4,1397,243,,1397,243,,0,,,,2105,1404,235,1478210,110,,,,,,,,,
176941,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213603324,20170609_143603324,1478369,1485506,-1,-1,1429,222,-1,3.301834,-1,508.6205,-1,-1,0.2976995,0.5196847,4,0,1429,222,,1429,222,,0,,,,2106,1434,227,1478369,158,,,,,,,,,
177006,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213603865,20170609_143603865,1478910,1486047,1094,492,-1,-1,-1,-1,511.2037,-1,0.4308065,0.5293952,-1,-1,0,4,1094,492,,1094,492,,0,,,,2107,1099,491,1478910,109,,,,,,,,,
177258,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213605966,20170609_143605966,1481010,1488147,1100,501,-1,-1,-1,-1,513.2609,-1,0.4321091,0.5295564,-1,-1,0,4,1100,501,,1100,501,,0,,,,2108,1094,514,1481010,125,,,,,,,,,
177277,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213606127,20170609_143606127,1481171,1488306,1180,322,1219,323,3.43988,3.137253,511.3741,488.5667,0.4318135,0.5286315,0.303826,0.5189462,0,0,1200,322,,1200,322,,0,,,,2109,1180,328,1481171,122,,,,,,,,,
177618,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213608966,20170609_143608966,1484010,1491147,1359,308,-1,-1,-1,-1,504.9726,-1,0.4322542,0.5276892,-1,-1,0,4,1359,308,,1359,308,,0,,,,2110,1378,317,1484010,184,,,,,,,,,
177652,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213609249,20170609_143609249,1484293,1491430,1339,351,1400,347,3.358444,3.324081,496.0867,481.0689,0.4316772,0.5272211,0.3022968,0.5176561,0,0,1370,349,,1370,349,,0,,,,2111,1363,353,1484293,250,,,,,,,,,
177748,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213610049,20170609_143610049,1485093,1492230,1315,270,1388,270,3.480179,3.416077,500.595,479.8516,0.4296484,0.5266553,0.3007909,0.5175291,0,0,1352,270,,1352,270,,0,,,,2112,1349,279,1485093,100,,,,,,,,,
177810,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213610565,20170609_143610565,1485609,1492747,1119,517,-1,-1,-1,-1,508.0345,-1,0.4307486,0.5276354,-1,-1,0,4,1119,517,,1119,517,,0,,,,2113,1109,540,1485609,184,,,,,,,,,
177942,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213611665,20170609_143611665,1486710,1493847,1042,863,-1,-1,-1,-1,514.6462,-1,0.4316161,0.5300332,-1,-1,0,4,1042,863,,1042,863,,0,,,,2114,1053,863,1486710,126,,,,,,,,,
177998,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213612132,20170609_143612132,1487177,1494313,-1,-1,1151,469,-1,-1,-1,499.6183,-1,-1,0.3009209,0.5190678,4,0,1151,469,,1151,469,,0,,,,2115,1143,464,1487177,108,,,,,,,,,
178036,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213612449,20170609_143612449,1487494,1494630,1297,318,1343,349,3.322815,3.231918,496.2308,473.7431,0.4294157,0.5287333,0.3005419,0.5199351,0,0,1320,334,,1320,334,,0,,,,2116,1323,313,1487494,100,,,,,,,,,
178056,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213612615,20170609_143612615,1487660,1494797,1375,276,-1,-1,-1,-1,506.3594,-1,0.430011,0.529268,-1,-1,0,4,1375,276,,1375,276,,0,,,,2117,1368,286,1487660,143,,,,,,,,,
178380,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213615314,20170609_143615314,1490359,1497497,1148,217,-1,-1,-1,-1,498.3294,-1,0.4410938,0.5293638,-1,-1,0,4,1148,217,,1148,217,,0,,,,2120,1142,205,1490359,142,,,,,,,,,
178424,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213615684,20170609_143615684,1490729,1497863,1161,222,-1,-1,-1,-1,498.6559,-1,0.4423723,0.5290883,-1,-1,0,4,1161,222,,1161,222,,0,,,,2121,1165,217,1490729,265,,,,,,,,,
178458,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213615967,20170609_143615967,1491012,1498146,1294,299,-1,-1,-1,-1,498.4227,-1,0.4410927,0.5289602,-1,-1,0,4,1294,299,,1294,299,,0,,,,2122,1283,306,1491012,365,,,,,,,,,
178525,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213616523,20170609_143616523,1491568,1498705,1120,214,1160,173,3.086823,3.143906,502.5583,492.6758,0.441898,0.5279542,0.3126138,0.518338,0,0,1140,194,,1140,194,,0,,,,2123,1160,205,1491568,175,,,,,,,,,
178611,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213617239,20170609_143617239,1492284,1499421,1170,163,-1,-1,-1,-1,517.8992,-1,0.4406661,0.5295513,-1,-1,0,4,1170,163,,1170,163,,0,,,,2124,1199,154,1492284,137,,,,,,,,,
178740,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213618314,20170609_143618314,1493359,1500496,1201,878,-1,-1,-1,-1,519.2414,-1,0.4376886,0.5335158,-1,-1,0,4,1201,878,,1201,878,,0,,,,2125,1210,884,1493359,384,,,,,,,,,
178857,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213619290,20170609_143619290,1494335,1501471,1429,661,-1,-1,-1,-1,506.991,-1,0.4372736,0.5343504,-1,-1,0,4,1429,661,,1429,661,,0,,,,2126,1435,688,1494335,117,,,,,,,,,
178875,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213619439,20170609_143619439,1494484,1501621,1386,670,-1,-1,-1,-1,505.5316,-1,0.4350614,0.5339704,-1,-1,0,4,1386,670,,1386,670,,0,,,,2127,1391,683,1494484,225,,,,,,,,,
178931,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213619906,20170609_143619906,1494951,1502088,1447,678,1451,725,-1,-1,502.7683,479.3208,0.4374948,0.5340611,0.3076158,0.5236334,0,0,1449,702,,1449,702,,0,,,,2128,1440,708,1494951,124,,,,,,,,,
179037,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213620788,20170609_143620788,1495833,1502971,1005,207,-1,-1,-1,-1,502.5378,-1,0.4459713,0.5273822,-1,-1,0,4,1005,207,,1005,207,,0,,,,2129,1003,206,1495833,184,,,,,,,,,
179219,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213622314,20170609_143622314,1497358,1504488,1046,937,1121,882,-1,-1,525.707,524.6047,0.4425734,0.5321813,0.3127536,0.5190396,0,0,1084,910,,1064,914,,0,,,,2130,1055,941,1497354,104,,,,,,,,,
179232,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213622425,20170609_143622425,1497469,1504596,1045,949,1031,969,-1,-1,521.0817,498.9536,0.442944,0.5320408,0.3144841,0.5201293,0,0,1038,959,,1006,958,,0,,,,2131,1008,961,1497464,428,,,,,,,,,
179440,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213624148,20170609_143624148,1499192,1506329,1434,585,1451,593,3.399506,3.235504,511.4582,486.4982,0.4400698,0.5314062,0.3126828,0.5198424,0,0,1442,589,,1442,589,,0,,,,2132,1432,584,1499192,175,,,,,,,,,
179800,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213627147,20170609_143627147,1502191,1509329,861,51,-1,-1,3.048965,-1,502.1278,-1,0.4438365,0.529515,-1,-1,0,4,861,51,,861,51,,0,,,,2133,857,44,1502191,100,,,,,,,,,
179865,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213627688,20170609_143627688,1502732,1509870,1210,48,-1,-1,-1,-1,500.6812,-1,0.4436094,0.5300264,-1,-1,0,4,1210,48,,1210,48,,0,,,,2134,1197,53,1502732,109,,,,,,,,,
179934,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213628263,20170609_143628263,1503307,1510445,932,824,-1,-1,-1,-1,512.506,-1,0.4456421,0.5333136,-1,-1,0,4,932,824,,932,824,,0,,,,2135,916,831,1503307,119,,,,,,,,,
180090,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213629563,20170609_143629563,1504608,1511745,1032,836,-1,-1,-1,-1,514.4244,-1,0.4431735,0.5339379,-1,-1,0,4,1032,836,,1032,836,,0,,,,2136,1044,831,1504608,117,,,,,,,,,
180148,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213630047,20170609_143630047,1505092,1512229,480,827,522,870,3.104614,3.325928,515.1989,503.7989,0.4480854,0.5345464,0.3196162,0.5228814,0,0,501,848,,501,848,,0,,,,2137,488,850,1505092,191,,,,,,,,,
180198,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213630463,20170609_143630463,1505508,1512645,424,680,474,714,-1,-1,506.8136,501.9741,0.4490688,0.5337031,0.3197033,0.5228615,0,0,449,697,,449,697,,0,,,,2138,451,699,1505508,125,,,,,,,,,
180421,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213632322,20170609_143632322,1507367,1514503,1085,257,-1,-1,3.566788,-1,515.9423,-1,0.4419839,0.5315717,-1,-1,0,4,1085,257,,1085,257,,0,,,,2139,1087,258,1507367,125,,,,,,,,,
180567,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213633538,20170609_143633538,1508583,1515720,473,266,553,300,-1,-1,519.2388,512.1622,0.4475127,0.5321356,0.3182001,0.5215585,0,0,513,283,,513,283,,0,,,,2140,513,283,1508583,100,,,,,,,,,
180637,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213634121,20170609_143634121,1509166,1516303,1434,583,1503,582,3.58284,3.542847,508.303,497.6953,0.4389454,0.533349,0.3099626,0.522468,0,0,1468,582,,1468,582,,0,,,,2141,1459,596,1509166,108,,,,,,,,,
180657,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213634291,20170609_143634291,1509336,1516470,1449,500,-1,-1,-1,-1,507.2617,-1,0.4387324,0.5328779,-1,-1,0,4,1449,500,,1449,500,,0,,,,2142,1467,493,1509336,104,,,,,,,,,
180678,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213634462,20170609_143634462,1509507,1516645,1438,496,-1,-1,-1,-1,506.303,-1,0.4393429,0.532577,-1,-1,0,4,1438,496,,1438,496,,0,,,,2143,1443,492,1509507,163,,,,,,,,,
180702,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213634664,20170609_143634664,1509709,1516845,1391,496,-1,-1,-1,-1,508.3836,-1,0.4400423,0.5324826,-1,-1,0,4,1391,496,,1391,496,,0,,,,2144,1398,491,1509709,133,,,,,,,,,
180720,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213634815,20170609_143634815,1509860,1516995,1402,489,-1,-1,-1,-1,509.5276,-1,0.4394324,0.5325227,-1,-1,0,4,1402,489,,1402,489,,0,,,,2145,1399,496,1509860,110,,,,,,,,,
180772,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213635247,20170609_143635247,1510292,1517428,1005,268,1053,321,3.558945,3.548584,514.61,500.6048,0.4439245,0.5317655,0.3144587,0.5205896,0,0,1029,294,,1029,294,,0,,,,2146,1015,278,1510292,199,,,,,,,,,
